Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,02 - Saguenay-Lac-Saint-Jean,7,0,113,327,324,66,35,0,0,16,403,469,209,303,42.344036697,152.38188073
Région,03 - Capitale-Nationale,14,8,131,796,579,207,36,5,28,130,731,1040,370,618,43.410502541,141.45002823
Région,04 - Mauricie,4,6,95,414,378,87,29,1,2,30,446,567,216,312,43.396841066,163.20039487
Région,05 - Estrie,6,9,187,753,514,128,40,1,20,110,725,912,436,573,40.763591936,127.80024435
Région,06 - Montréal,77,45,545,2813,2071,529,282,143,138,1905,2571,3791,1284,2070,43.968248978,130.4896259
Région,07 - Outaouais,11,3,86,455,375,109,58,5,20,111,482,615,192,359,43.89881495,132.73381951
Région,08 - Abitibi-Témiscamingue,2,0,70,180,168,32,6,0,0,6,195,263,95,155,43.266375546,146.6069869
Région,09 - Côte-Nord,0,2,11,85,83,27,1,0,0,3,95,114,42,76,43.822966507,136.69856459
Région,10 - Nord-du-Québec,0,0,12,41,39,9,6,0,0,3,42,65,29,44,39.439252336,115.21495327
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,34,177,173,49,10,0,0,5,192,255,94,141,44.085011186,151.51454139
Région,12 - Chaudière-Appalaches,5,1,108,379,322,95,22,4,1,28,404,528,220,313,42.051502146,130.71781116
Région,13 - Laval,12,7,125,369,379,84,72,17,58,330,458,590,296,374,43.557251908,101.88931298
Région,14 - Lanaudière,9,6,128,579,587,91,52,7,5,83,619,833,386,455,41.858815427,135.37603306
Région,15 - Laurentides,5,7,157,688,574,117,45,6,6,84,710,883,412,485,41.830508475,131.46767106
Région,16 - Montérégie,37,20,372,1693,1088,286,114,26,47,342,1502,2108,1065,1241,40.217174515,118.52714681
Région,17 - Centre-du-Québec,2,3,73,380,299,61,18,0,1,23,356,480,189,233,42.257177033,137.5
Région,Région inconnue,0,0,5,13,2,2,0,0,0,2,11,11,5,6,41.5,173.86363636
