Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - DEP,7,6,14,405,491,106,32,0,1,80,455,606,13,302,51.389255419,174.49952875
Diplôme maximum obtenu,Secondaire - ASP,1,0,2,22,28,8,1,0,0,2,25,37,2,17,49.419354839,178.38709677
Diplôme maximum obtenu,Collégial - AEC,3,1,0,155,129,39,10,1,1,40,169,168,1,107,50.548961424,125.6231454
Diplôme maximum obtenu,Collégial - DEC général,1,4,0,190,88,14,6,0,1,51,149,154,2,93,47.508250825,130.00990099
Diplôme maximum obtenu,Collégial - DEC professionnel,3,1,0,230,125,35,15,2,0,53,230,179,4,110,49.371638142,120.26405868
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,77,59,12,4,0,0,27,92,62,0,56,51.720779221,129.0974026
Diplôme maximum obtenu,Universitaire - Baccalauréat,7,2,1,261,185,40,17,4,10,171,271,242,1,186,51.054580897,105.16764133
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,50,39,5,5,0,2,47,44,58,0,33,53.294117647,93.862745098
Diplôme maximum obtenu,Inconnu,56,25,980,2257,1489,547,234,203,224,1114,2316,3272,2783,2134,35.569255548,68.767179671
Durée cumulative,Premier mois,0,0,8,14,9,9,0,0,2,3,18,22,35,40,22.6,1
Durée cumulative,De 2 à 5 mois,4,3,93,248,92,71,17,4,28,56,189,339,422,528,24.289772727,3.5606060606
Durée cumulative,De 6 à 11 mois,9,5,170,383,227,115,36,26,47,134,350,595,625,945,28.173544974,8.6423280423
Durée cumulative,De 12 à 23 mois,20,10,339,794,463,231,70,67,73,258,772,1155,1182,1927,30.003113648,17.505967826
Durée cumulative,De 24 à 47 mois,33,19,598,1753,1063,404,135,73,160,555,1549,2456,2073,846,32.730586767,35.671910112
Durée cumulative,De 48 à 119 mois,59,39,659,3167,2059,562,237,41,25,1245,2757,4025,1374,1597,41.07121793,76.737687998
Durée cumulative,120 mois et plus,67,43,461,4040,4230,690,351,9,0,953,4575,5307,0,2124,52.361060514,249.55373406
Types de diagnostics,Visuel,192,0,0,0,0,0,0,8,11,55,84,108,26,79,45.989583333,118.44270833
Types de diagnostics,Auditif et de la parole,0,119,0,0,0,0,0,5,5,27,67,52,22,53,41.546218487,116.70588235
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2328,0,0,0,0,18,38,240,1089,1239,1446,1010,27.941151203,83.087628866
Types de diagnostics,Santé mentale,0,0,0,10399,0,0,0,26,38,1133,3856,6543,2909,3318,38.4645639,123.97990191
Types de diagnostics,Physique,0,0,0,0,8143,0,0,113,146,1194,3742,4401,823,2220,50.0984895,161.60309468
Types de diagnostics,Autres,0,0,0,0,0,2082,0,16,23,309,863,1219,458,1019,45.629682997,107.41882805
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,846,34,74,246,509,337,27,308,51.377068558,135.11583924
Région,01 - Bas-Saint-Laurent,2,0,71,301,238,69,32,0,3,11,293,420,158,237,43.681626928,148.67741935
Région,02 - Saguenay-Lac-Saint-Jean,7,0,113,323,323,64,33,0,0,16,402,461,211,305,42.268829664,151.34762457
Région,03 - Capitale-Nationale,14,7,135,801,569,205,35,5,29,128,730,1036,377,629,43.19988675,139.80294451
Région,04 - Mauricie,4,6,92,407,373,92,30,1,2,30,434,570,222,316,43.176294821,161.01095618
Région,05 - Estrie,6,9,188,755,507,136,40,1,21,116,730,911,429,562,40.840341255,128.52711761
Région,06 - Montréal,75,46,551,2798,2063,539,275,145,138,1886,2581,3766,1292,2065,43.833149519,129.90247361
Région,07 - Outaouais,11,3,85,455,375,107,59,5,20,109,482,613,189,355,43.859360731,131.99817352
Région,08 - Abitibi-Témiscamingue,2,0,69,178,165,33,6,0,0,6,192,261,93,155,43.456953642,147.39514349
Région,09 - Côte-Nord,0,2,11,85,81,27,1,0,0,3,93,114,42,77,43.753623188,134.09178744
Région,10 - Nord-du-Québec,0,0,13,42,40,8,6,0,0,3,42,67,31,48,39.293577982,113.10091743
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,34,176,170,48,12,0,0,5,191,253,90,140,44.387387387,153.13963964
Région,12 - Chaudière-Appalaches,5,1,105,374,320,96,22,4,1,27,397,526,219,313,42.15276273,130.60130011
Région,13 - Laval,12,7,126,361,378,84,74,17,61,330,455,587,302,378,43.145873321,100.39923225
Région,14 - Lanaudière,9,5,124,586,587,93,47,10,6,82,618,833,389,463,41.902825637,134.73121985
Région,15 - Laurentides,6,7,155,685,580,120,44,6,6,83,714,883,401,484,41.849718222,131.93174703
Région,16 - Montérégie,36,21,378,1679,1077,293,115,26,47,344,1496,2103,1070,1240,40.130036121,117.90469575
Région,17 - Centre-du-Québec,1,3,73,380,295,65,15,0,1,22,347,485,191,233,42.173076923,137.10336538
Région,Région inconnue,0,0,5,13,2,3,0,0,0,3,13,10,5,7,41.956521739,151.91304348
