Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - AEC,1,1,0,175,157,15,7,0,0,44,185,171,2,106,50.952247191,140.23314607
Diplôme maximum obtenu,Collégial - DEC général,5,3,1,209,104,13,10,0,0,51,176,169,9,110,47.55942029,137.88985507
Diplôme maximum obtenu,Collégial - DEC professionnel,1,1,0,293,166,20,16,1,1,64,273,224,7,146,49.635814889,123.10060362
Diplôme maximum obtenu,Universitaire - Certificat,2,1,1,67,65,4,8,0,0,32,82,66,0,60,52.75,136.46621622
Diplôme maximum obtenu,Universitaire - Baccalauréat,3,1,1,333,197,18,27,1,6,172,303,277,0,179,51.179310345,115.83103448
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,2,3,0,61,45,1,7,1,0,57,54,65,0,37,51.394957983,91.201680672
Diplôme maximum obtenu,Inconnu,67,37,1111,2656,1851,470,279,153,242,1281,2737,3734,3010,2104,37.211095658,81.072940813
Durée cumulative,Premier mois,0,0,9,16,12,17,0,1,2,4,22,32,41,54,24.481481481,1
Durée cumulative,De 2 à 5 mois,3,1,93,154,108,56,18,1,20,53,170,263,309,433,26.6073903,3.5427251732
Durée cumulative,De 6 à 11 mois,2,5,127,345,201,111,35,12,31,97,320,506,582,826,27.423728814,8.5399515738
Durée cumulative,De 12 à 23 mois,15,12,282,825,456,188,69,37,64,226,710,1137,1147,1847,29.906334597,17.303194369
Durée cumulative,De 24 à 47 mois,43,16,647,1811,990,251,116,50,174,506,1484,2390,2156,852,32.416623645,36.284976768
Durée cumulative,De 48 à 119 mois,83,59,871,3672,2654,345,337,55,66,1457,3368,4653,1708,1784,41.318538836,75.256327141
Durée cumulative,120 mois et plus,83,49,518,5081,5578,418,557,10,0,1239,5873,6411,0,2694,53.038668186,256.00464018
Types de diagnostics,Visuel,229,0,0,0,0,0,0,4,12,65,103,126,33,76,46.11790393,128.99563319
Types de diagnostics,Auditif et de la parole,0,142,0,0,0,0,0,1,12,39,81,61,24,48,42.197183099,118.45070423
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2547,0,0,0,0,7,48,240,1202,1345,1600,957,28.35021594,92.610522183
Types de diagnostics,Santé mentale,0,0,0,11904,0,0,0,28,35,1260,4563,7341,3061,3532,39.957241263,135.65767809
Types de diagnostics,Physique,0,0,0,0,9999,0,0,101,168,1433,4731,5268,807,2683,51.416241624,171.56935694
Types de diagnostics,Autres,0,0,0,0,0,1386,0,1,5,190,587,799,398,792,44.660894661,103.44588745
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,1132,24,77,355,680,452,20,402,51.973498233,153.31713781
Région,01 - Bas-Saint-Laurent,1,0,86,359,286,44,29,0,0,14,359,446,161,247,44.906832298,164.48322981
Région,02 - Saguenay-Lac-Saint-Jean,4,1,111,364,356,41,32,0,0,15,429,480,209,333,42.943894389,162.20132013
Région,03 - Capitale-Nationale,13,10,123,921,701,114,41,4,16,129,837,1086,364,610,44.388455538,157.91055642
Région,04 - Mauricie,5,6,98,501,449,49,39,0,2,30,488,659,218,351,44.724498692,173.51351351
Région,05 - Estrie,11,7,187,794,623,85,80,1,25,113,780,1007,383,534,43.491885842,147.95075546
Région,06 - Montréal,82,58,589,3275,2585,364,353,106,175,2166,3019,4287,1353,2215,45.069395018,141.08664112
Région,07 - Outaouais,17,4,109,564,476,72,60,2,14,111,590,712,230,377,45.108294931,147.75115207
Région,08 - Abitibi-Témiscamingue,5,1,76,204,192,33,15,0,0,7,242,284,97,194,43.963878327,144.72813688
Région,09 - Côte-Nord,0,1,16,75,98,17,7,0,0,3,93,121,36,70,46.588785047,163.75700935
Région,10 - Nord-du-Québec,0,1,9,51,46,5,5,0,0,1,50,67,30,54,38.982905983,118.95726496
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,1,41,201,221,26,16,0,1,4,229,279,93,150,45.622047244,164.3503937
Région,12 - Chaudière-Appalaches,5,5,127,472,353,76,34,2,1,24,478,594,249,348,43.151119403,142.4141791
Région,13 - Laval,22,9,141,410,496,66,100,14,55,444,582,662,316,389,45.963022508,103.10128617
Région,14 - Lanaudière,10,8,154,624,643,79,65,5,4,76,715,868,426,478,42.376500316,143.38723942
Région,15 - Laurentides,6,5,183,810,731,103,74,5,8,78,824,1088,484,575,43.230125523,141.79445607
Région,16 - Montérégie,42,20,413,1866,1385,170,149,27,54,343,1817,2228,1091,1270,41.375278121,132.65216316
Région,17 - Centre-du-Québec,4,5,83,397,353,37,32,0,2,22,404,507,194,288,43.047200878,144.12513721
Région,Région inconnue,0,0,1,16,5,5,1,0,0,2,11,17,9,7,39.285714286,143.42857143
