Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Inconnue,47,29,1056,2181,1453,487,230,146,206,980,2271,3212,2961,1920,34.782600766,69.790807952
Diplôme maximum obtenu,Aucun diplôme,97,66,1311,5279,4778,598,510,7,86,1346,5114,7525,2651,3873,43.616979191,167.53817549
Diplôme maximum obtenu,Secondaire - DES,30,20,62,1986,1574,173,133,1,8,383,1936,2042,231,1220,47.624685772,148.64957265
Diplôme maximum obtenu,Secondaire - DEP,9,3,8,449,570,66,37,0,1,65,492,650,11,329,52.050788091,184.76619965
Diplôme maximum obtenu,Secondaire - ASP,0,1,3,31,33,1,1,0,0,2,25,45,2,27,51.471428571,203.21428571
Diplôme maximum obtenu,Collégial - AEC,2,1,0,165,140,13,6,0,0,38,162,165,1,102,50.681957187,136.0733945
Diplôme maximum obtenu,Collégial - DEC général,4,4,1,208,94,8,8,0,0,46,172,155,8,99,48.024464832,139.75535168
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,287,161,14,15,1,0,64,262,216,7,138,49.491631799,122.39539749
Diplôme maximum obtenu,Universitaire - Certificat,1,0,0,72,59,4,6,0,0,30,83,59,0,59,52.323943662,140.57042254
Diplôme maximum obtenu,Universitaire - Baccalauréat,2,3,1,297,195,18,21,1,6,164,277,260,0,173,51.25698324,113.73929236
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,2,3,0,56,42,1,5,1,1,56,50,59,0,35,51.669724771,92.80733945
Diplôme maximum obtenu,Inconnu,60,33,1059,2489,1703,512,262,148,216,1215,2566,3552,2980,2119,36.294377247,74.919254658
Durée cumulative,Premier mois,0,1,14,34,12,20,2,0,4,13,34,49,69,83,22.987951807,1
Durée cumulative,De 2 à 5 mois,1,4,97,183,106,74,14,1,14,58,176,303,386,479,24.112734864,3.6200417537
Durée cumulative,De 6 à 11 mois,4,3,153,296,211,96,31,13,36,100,305,489,525,794,28.040302267,8.5075566751
Durée cumulative,De 12 à 23 mois,9,12,277,795,449,220,67,39,66,224,714,1115,1176,1829,29.546200109,17.675779114
Durée cumulative,De 24 à 47 mois,24,15,586,1722,922,303,107,38,124,494,1401,2278,2097,809,31.923892362,35.633324273
Durée cumulative,De 48 à 119 mois,81,55,854,3557,2419,343,304,61,74,1389,3161,4452,1638,1675,41.13004072,75.104295284
Durée cumulative,120 mois et plus,88,45,464,4732,5230,352,479,7,0,1131,5348,6042,0,2505,52.854082529,253.60122915
Types de diagnostics,Visuel,207,0,0,0,0,0,0,5,7,60,89,118,26,57,46.251207729,138.92270531
Types de diagnostics,Auditif et de la parole,0,135,0,0,0,0,0,2,8,39,75,60,18,54,43.066666667,116.15555556
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2445,0,0,0,0,9,40,235,1149,1296,1564,964,27.937423313,86.953374233
Types de diagnostics,Santé mentale,0,0,0,11319,0,0,0,24,38,1215,4276,7043,2978,3444,39.635038431,132.63636364
Types de diagnostics,Physique,0,0,0,0,9349,0,0,94,152,1359,4371,4978,799,2528,51.185367419,171.36731201
Types de diagnostics,Autres,0,0,0,0,0,1408,0,4,6,192,577,831,488,794,42.460227273,87.668323864
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,1004,21,67,309,602,402,18,333,51.49501992,147.79183267
Région,01 - Bas-Saint-Laurent,1,0,81,336,270,46,30,0,0,12,332,432,162,247,44.732984293,160.2447644
Région,02 - Saguenay-Lac-Saint-Jean,4,1,112,331,326,48,32,0,0,17,398,456,203,302,42.713114754,159.25526932
Région,03 - Capitale-Nationale,13,10,132,880,650,110,35,1,18,120,768,1062,369,582,43.780874317,153.74262295
Région,04 - Mauricie,2,4,89,476,429,46,36,0,2,29,467,615,216,336,44.217190388,171.24491682
Région,05 - Estrie,11,8,192,782,549,78,70,1,27,108,746,944,391,524,42.594674556,140.52721893
Région,06 - Montréal,79,52,578,3069,2450,376,312,114,149,2055,2832,4084,1343,2149,44.581260844,136.79381145
Région,07 - Outaouais,13,7,90,512,446,60,53,0,10,109,528,653,217,307,45.178662151,147.41998307
Région,08 - Abitibi-Témiscamingue,3,0,68,196,179,26,9,0,0,9,211,270,87,162,44.126819127,142.45738046
Région,09 - Côte-Nord,0,1,13,78,89,20,3,0,0,2,88,116,39,73,45.602941176,158.51960784
Région,10 - Nord-du-Québec,0,0,9,47,42,2,4,0,0,1,39,65,33,50,38.086538462,108.66346154
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,1,39,194,204,34,13,0,0,7,218,269,99,158,44.909650924,160.97946612
Région,12 - Chaudière-Appalaches,5,4,127,437,338,80,36,2,1,26,461,566,243,328,42.88023369,138.08179163
Région,13 - Laval,14,11,123,398,444,69,93,12,42,405,518,634,324,391,44.450520833,98.730034722
Région,14 - Lanaudière,10,7,152,586,625,76,60,4,2,80,685,831,419,475,42.310686016,142.06398417
Région,15 - Laurentides,8,4,170,759,672,97,54,5,5,65,754,1010,466,536,42.574263039,140.49092971
Région,16 - Montérégie,38,20,389,1830,1292,190,133,20,59,336,1698,2194,1083,1273,40.963514902,129.82348407
Région,17 - Centre-du-Québec,4,5,78,397,338,47,29,0,3,25,384,514,190,272,43.224944321,146.54342984
Région,Région inconnue,0,0,3,11,6,3,2,0,0,3,12,13,7,9,38.64,135.48
