Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Âge,36 ans et plus,173,90,576,6979,8801,909,1081,131,270,2873,8927,9682,0,4839,54.09189102,192.87635015
Scolarité,Primaire,17,23,645,992,801,145,133,4,59,449,1149,1607,1105,972,38.472423803,134.41727141
Scolarité,Secondaire I à IV,72,44,681,4062,3864,385,431,2,20,697,3921,5618,1425,2712,45.251179369,186.84631513
Scolarité,Secondaire V,60,29,136,2807,2698,283,254,2,25,716,2956,3311,377,1801,49.11472794,158.97813946
Scolarité,Collégiale,21,11,4,1124,754,88,66,1,7,316,1058,1010,55,611,48.505802708,135.56286267
Scolarité,Universitaire,15,8,4,716,488,47,69,2,17,430,678,669,3,434,51.32887899,121.83741648
Scolarité,Inconnue,61,33,1170,2405,1689,447,262,156,234,1084,2530,3537,3068,1943,36.132849843,77.888412725
Diplôme maximum obtenu,Aucun diplôme,107,76,1392,5593,5246,596,631,8,92,1465,5694,7947,2651,4041,44.311047577,173.36492926
Diplôme maximum obtenu,Secondaire - DES,39,19,62,2128,1710,187,149,0,13,400,2110,2184,261,1310,47.845831393,150.38216116
Diplôme maximum obtenu,Secondaire - DEP,8,5,8,490,612,65,51,0,0,75,544,695,15,336,51.865213882,181.68603713
Diplôme maximum obtenu,Secondaire - ASP,1,0,1,30,30,1,4,0,0,1,24,43,0,17,52.656716418,215.52238806
Diplôme maximum obtenu,Collégial - AEC,2,1,0,178,160,15,8,0,0,43,190,174,1,104,50.700549451,138.14835165
Diplôme maximum obtenu,Collégial - DEC général,6,3,1,216,109,14,9,0,1,52,187,171,10,107,47.891061453,138.70670391
Diplôme maximum obtenu,Collégial - DEC professionnel,2,2,0,286,170,18,14,1,1,62,266,226,6,141,49.424796748,121.24593496
Diplôme maximum obtenu,Universitaire - Certificat,2,1,1,66,62,4,8,0,0,30,79,65,0,58,52.791666667,133.1875
Diplôme maximum obtenu,Universitaire - Baccalauréat,3,1,2,325,203,17,28,1,6,171,304,275,0,177,51.091537133,115.04835924
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,2,3,0,63,49,1,8,1,0,61,53,73,0,38,51.5,93.166666667
Diplôme maximum obtenu,Inconnu,74,37,1173,2731,1943,477,305,156,249,1332,2841,3899,3089,2144,37.518545994,82.910534125
Durée cumulative,Premier mois,0,0,13,14,16,14,3,0,4,7,29,31,41,60,28.666666667,1
Durée cumulative,De 2 à 5 mois,2,3,89,155,112,65,22,4,21,48,164,284,329,448,26.584821429,3.6428571429
Durée cumulative,De 6 à 11 mois,6,5,142,351,202,106,34,16,35,103,331,515,573,846,28.151300236,8.6028368794
Durée cumulative,De 12 à 23 mois,16,10,274,814,419,188,67,30,53,218,678,1110,1156,1788,29.233221477,17.222595078
Durée cumulative,De 24 à 47 mois,43,19,673,1886,1021,254,120,52,186,512,1535,2481,2204,870,32.62998008,36.363296813
Durée cumulative,De 48 à 119 mois,94,58,895,3680,2783,352,373,57,63,1499,3481,4754,1730,1790,41.492774742,75.377899211
Durée cumulative,120 mois et plus,85,53,554,5206,5741,416,596,8,0,1305,6074,6577,0,2671,53.094696071,257.6530709
Types de diagnostics,Visuel,246,0,0,0,0,0,0,5,11,68,109,137,36,81,45.739837398,126.57723577
Types de diagnostics,Auditif et de la parole,0,148,0,0,0,0,0,1,10,40,82,66,26,49,42.344594595,122.13513514
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2640,0,0,0,0,8,43,245,1256,1384,1647,973,28.576136364,94.696969697
Types de diagnostics,Santé mentale,0,0,0,12106,0,0,0,27,36,1291,4656,7450,3091,3498,40.092598711,136.84387907
Types de diagnostics,Physique,0,0,0,0,10294,0,0,102,175,1485,4890,5404,822,2646,51.519525937,172.71196814
Types de diagnostics,Autres,0,0,0,0,0,1395,0,1,5,186,589,806,387,808,44.779928315,103.07240143
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,1215,23,82,377,710,505,24,418,51.868312757,155.20658436
Région,01 - Bas-Saint-Laurent,1,0,94,368,290,45,29,0,0,14,359,468,169,253,44.764207981,165.23700121
Région,02 - Saguenay-Lac-Saint-Jean,4,2,105,369,370,39,33,0,0,14,440,482,202,325,43.090021692,163.4197397
Région,03 - Capitale-Nationale,20,10,131,939,703,119,43,4,15,132,855,1110,370,599,44.53129771,160.28956743
Région,04 - Mauricie,5,8,102,502,457,54,49,0,2,28,498,679,220,354,44.82497876,174.82073067
Région,05 - Estrie,12,7,194,813,648,83,98,1,22,124,816,1039,399,530,43.554177898,150.09703504
Région,06 - Montréal,89,61,601,3338,2676,370,373,107,181,2238,3099,4409,1376,2206,45.181539691,141.87306873
Région,07 - Outaouais,19,5,112,577,476,68,61,2,12,110,599,719,228,367,45.195751138,150.19726859
Région,08 - Abitibi-Témiscamingue,5,1,79,209,194,36,15,0,0,8,255,284,101,198,43.897959184,145.53061224
Région,09 - Côte-Nord,0,1,17,79,100,19,9,0,0,4,101,124,41,73,46.155555556,163.61777778
Région,10 - Nord-du-Québec,0,0,10,54,44,4,6,0,0,0,49,69,30,50,38.694915254,114.10169492
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,47,202,223,27,19,0,1,4,234,288,95,148,45.503831418,166.37164751
Région,12 - Chaudière-Appalaches,6,4,130,472,355,76,37,2,1,24,489,591,252,351,43.190740741,143.12314815
Région,13 - Laval,22,9,145,423,520,60,105,13,61,459,601,683,316,383,46.468847352,105.7453271
Région,14 - Lanaudière,9,8,162,633,670,83,73,5,3,77,752,886,435,486,42.567155067,143.27960928
Région,15 - Laurentides,7,5,191,818,757,98,74,5,8,81,843,1107,495,586,43.227179487,141.83846154
Région,16 - Montérégie,42,20,431,1887,1448,170,156,28,54,350,1874,2280,1100,1258,41.741935484,134.92392874
Région,17 - Centre-du-Québec,3,5,88,407,357,39,34,0,2,22,416,517,195,298,43.198285102,144.28724544
Région,Région inconnue,0,0,1,16,6,5,1,0,0,3,12,17,9,8,40,144.44827586
