Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de contraintes,Contraintes sévères,180,255,2977,9720,13595,5670,7673,42.281621274,132.07437272
Types de contraintes,Conjoints sans contraintes sévères,35,74,245,518,338,25,315,51.439252336,136.03971963
Région,01 - Bas-Saint-Laurent,27,18,50,1356,1845,287,1321,44.828803499,162.71258982
Région,02 - Saguenay-Lac-Saint-Jean,53,9,57,2112,2564,430,1947,43.94118905,165.80431993
Région,03 - Capitale-Nationale,962,339,1038,4704,6027,876,5021,44.305563321,138.48625478
Région,04 - Mauricie,240,64,270,3169,4139,661,2905,43.444854953,168.44827586
Région,05 - Estrie,466,300,908,4623,5821,1121,4434,42.549789353,135.92751819
Région,06 - Montréal,32871,3860,18126,34284,44304,7904,43298,42.574667888,91.864139563
Région,07 - Outaouais,652,275,961,4298,4595,742,3594,43.560328348,130.01900371
Région,08 - Abitibi-Témiscamingue,28,3,25,1054,1308,212,1048,43.688823031,147.79170195
Région,09 - Côte-Nord,17,3,17,498,615,74,474,45.061994609,159.82030548
Région,10 - Nord-du-Québec,5,0,8,298,393,81,354,42.910274964,131.97250362
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,1,18,798,1084,181,793,45.368756642,171.56482465
Région,12 - Chaudière-Appalaches,172,36,132,2188,2781,447,2182,43.416784061,135.84202053
Région,13 - Laval,2326,634,2522,4365,4235,806,4319,46.324418605,90.019883721
Région,14 - Lanaudière,842,122,475,4166,4585,877,4169,44.124100103,137.03531025
Région,15 - Laurentides,632,168,577,4443,5376,893,4249,44.350646705,138.80456258
Région,16 - Montérégie,3310,936,2385,10758,12419,2481,10308,43.41381542,123.0782241
Région,17 - Centre-du-Québec,295,103,222,2316,3004,544,2309,42.602067669,141.53364662
Région,Région inconnue,13,0,6,34,57,8,30,43.384615385,145.95604396
