Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 48 à 119 mois,443,209,9676,17771,20928,2405,15114,42.757668157,81.049251919
Durée cumulative,120 mois et plus,43,0,11532,31772,38667,0,14931,50.916580304,249.15005892
Types de contraintes,Sans contraintes,35107,4306,13901,46408,68096,10144,61395,39.342031719,97.742882345
Types de contraintes,Contraintes temporaires,5537,2580,11034,29345,21708,2128,20003,53.401935244,157.73249368
Types de contraintes,Contraintes sévères,205,268,2947,9714,13477,5685,7655,42.172782545,131.15027381
Types de contraintes,Conjoints sans contraintes sévères,41,73,246,507,333,26,303,51.566666667,134.20833333
Région,01 - Bas-Saint-Laurent,26,31,52,1379,1854,290,1339,44.725332509,161.37643056
Région,02 - Saguenay-Lac-Saint-Jean,48,9,61,2115,2503,417,1852,43.978995236,166.47249892
Région,03 - Capitale-Nationale,847,414,1038,4715,6000,902,4930,44.286420905,138.60429305
Région,04 - Mauricie,243,74,275,3221,4152,677,2901,43.389800624,167.5456395
Région,05 - Estrie,444,353,924,4660,5829,1113,4384,42.606730861,135.39469921
Région,06 - Montréal,30916,3891,18323,34020,42874,7296,40294,42.995682368,93.861185528
Région,07 - Outaouais,650,299,964,4371,4608,719,3561,43.582581579,129.42577124
Région,08 - Abitibi-Témiscamingue,28,3,26,1068,1334,221,1084,43.544129892,146.10574521
Région,09 - Côte-Nord,13,1,17,499,622,74,474,44.872435326,159.09366637
Région,10 - Nord-du-Québec,2,0,8,300,401,82,351,43.062767475,134.10556348
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,1,19,798,1079,175,779,45.345231753,170.1204049
Région,12 - Chaudière-Appalaches,166,37,136,2221,2780,448,2170,43.413117377,135.33553289
Région,13 - Laval,2396,672,2544,4469,4285,835,4355,46.442540553,89.203107151
Région,14 - Lanaudière,1013,147,497,4349,4704,894,4342,44.112338451,133.63989838
Région,15 - Laurentides,678,178,593,4534,5362,862,4249,44.261317704,137.90016168
Région,16 - Montérégie,3129,976,2415,10873,12165,2430,9985,43.515756576,123.43176491
Région,17 - Centre-du-Québec,276,141,228,2348,3009,541,2282,42.627030054,141.38753033
Région,Région inconnue,13,0,8,34,53,7,24,45.172413793,143.35632184
