Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,05 - Estrie,5649,543,642,107,1546,49,609,249,757,3837,4699,694,3825,42.852038425,138.93826148
Région,06 - Montréal,63079,1644,3062,455,12237,276,42610,3827,15316,33204,47549,9292,54431,40.69211051,77.545032383
Région,07 - Outaouais,5035,413,637,59,1497,65,804,266,779,3720,3986,595,3337,43.2638204,130.56293797
Région,08 - Abitibi-Témiscamingue,1131,169,124,19,365,14,40,2,19,792,1030,107,845,44.057080132,157.16245884
Région,09 - Côte-Nord,545,50,79,11,202,4,33,14,10,415,476,44,377,45.280583614,169.19304153
Région,10 - Nord-du-Québec,384,25,50,0,101,3,3,0,4,246,317,45,269,43.975133215,140.77797513
Région,11 - Gaspésie-Îles-de-la-Madeleine,778,127,66,18,331,27,2,2,9,604,743,85,589,45.530066815,185.87602079
Région,12 - Chaudière-Appalaches,2531,298,236,45,675,38,225,39,90,1659,2164,210,1852,43.507193304,137.99529166
Région,13 - Laval,5008,241,341,42,1956,35,2721,493,2048,3837,3786,583,4449,45.669421488,84.074248983
Région,14 - Lanaudière,4068,590,501,94,1527,70,796,106,344,3291,3559,447,3507,44.688029197,143.87985401
Région,15 - Laurentides,4909,518,488,114,1726,69,660,148,444,3578,4246,462,3555,44.662960123,142.38305215
Région,16 - Montérégie,13402,1081,1200,195,3887,142,4482,877,1867,9247,10660,1575,10139,43.328678354,119.0388808
Région,17 - Centre-du-Québec,3091,294,301,23,753,21,593,83,164,1933,2550,396,2227,42.089225965,137.91032791
Région,Région inconnue,67,3,4,0,5,1,33,3,8,35,45,8,56,39.8375,82.8125
