Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,08 - Abitibi-Témiscamingue,1134,145,111,18,363,11,24,3,16,788,994,99,797,44.276094276,161.2979798
Région,09 - Côte-Nord,535,47,79,11,206,2,20,11,11,413,467,49,362,45.390909091,175.42954545
Région,10 - Nord-du-Québec,386,19,49,0,95,4,2,0,4,243,310,45,254,43.891500904,139.00180832
Région,11 - Gaspésie-Îles-de-la-Madeleine,787,111,59,18,333,29,0,2,7,595,742,80,566,45.807778609,188.27299925
Région,12 - Chaudière-Appalaches,2493,280,219,50,652,36,223,34,87,1612,2118,219,1792,43.405630027,139.12788204
Région,13 - Laval,4697,243,331,40,1897,27,2414,446,2010,3671,3564,562,4114,45.936281963,87.536281963
Région,14 - Lanaudière,3930,585,492,91,1476,73,726,93,309,3192,3455,464,3342,44.592748608,145.45749962
Région,15 - Laurentides,4897,494,455,114,1707,68,611,103,460,3518,4217,447,3432,44.717776341,144.32798966
Région,16 - Montérégie,13058,1016,1136,193,3739,141,4176,743,1774,8971,10312,1485,9764,43.274179329,121.80480216
Région,17 - Centre-du-Québec,3108,302,286,27,746,23,624,58,158,1927,2565,407,2224,41.863312556,137.81099733
Région,Région inconnue,50,1,3,0,4,1,22,1,6,22,37,8,38,39.186440678,82.915254237
