Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,02 - Saguenay-Lac-Saint-Jean,2307,286,216,42,814,36,33,11,30,1645,2056,194,1520,44.717373683,177.01188868
Région,03 - Capitale-Nationale,5832,539,470,71,1763,72,1189,250,790,3765,4982,582,4400,44.024465531,139.83057048
Région,04 - Mauricie,3993,304,409,65,1187,42,260,51,176,2625,3375,414,2378,43.659833333,174.99816667
Région,05 - Estrie,5565,569,610,106,1534,52,570,238,738,3794,4642,687,3747,42.913229018,140.25130394
Région,06 - Montréal,59565,1653,2911,444,12026,278,39295,3409,15246,32066,44811,8755,51397,40.912132367,81.020630358
Région,07 - Outaouais,4979,408,610,59,1463,64,764,226,767,3642,3941,591,3234,43.272979032,131.87511539
Région,08 - Abitibi-Témiscamingue,1134,145,115,18,360,15,24,3,16,785,1002,99,804,44.20201455,160.30050364
Région,09 - Côte-Nord,535,53,80,11,207,5,22,9,11,416,475,55,375,45.243546577,171.28956229
Région,10 - Nord-du-Québec,375,22,48,0,92,4,2,0,3,237,304,42,249,43.828096118,140.44731978
Région,11 - Gaspésie-Îles-de-la-Madeleine,779,121,60,17,335,27,0,2,8,596,743,84,575,45.761015683,188.05601195
Région,12 - Chaudière-Appalaches,2503,286,236,47,663,37,221,35,90,1636,2136,220,1822,43.440349947,138.45890774
Région,13 - Laval,4827,233,329,42,1920,29,2517,475,2039,3738,3642,586,4273,45.853523035,86.269376694
Région,14 - Lanaudière,4004,592,498,93,1490,74,763,101,322,3228,3523,470,3444,44.576210932,144.03717968
Région,15 - Laurentides,4899,500,467,115,1708,65,611,125,447,3523,4231,453,3483,44.680165076,143.90830539
Région,16 - Montérégie,13349,1037,1156,194,3784,145,4299,808,1815,9131,10534,1510,10081,43.200813628,120.21774727
Région,17 - Centre-du-Québec,3090,312,294,25,754,20,616,63,155,1925,2570,404,2250,41.978865406,137.62580645
Région,Région inconnue,53,2,4,0,3,2,29,1,5,26,38,11,46,37.390625,75.5625
