Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 2 à 5 mois,11160,2627,260,6519,9012,3375,15531,34.343055824,3.6984096323
Durée cumulative,De 6 à 11 mois,16398,1391,498,8752,12003,4077,20755,34.69043604,8.233774994
Durée cumulative,De 12 à 23 mois,7841,909,1310,7230,8848,3650,16078,36.010386864,15.931085956
Durée cumulative,De 24 à 47 mois,1406,1294,2376,7267,8604,4191,7565,37.475584399,36.115052612
Durée cumulative,De 48 à 119 mois,565,566,8814,17780,21005,3100,13890,41.999303855,80.110248808
Durée cumulative,120 mois et plus,52,0,12522,33792,40538,0,14869,51.265733889,251.93522131
Types de contraintes,Sans contraintes,35810,4515,12127,43511,65485,10951,64450,38.800029359,99.981898418
Types de contraintes,Contraintes temporaires,3363,2293,10140,27057,20800,2099,18271,53.086549512,169.87663247
Types de contraintes,Contraintes sévères,139,265,3215,11114,14860,5954,8151,43.401208901,142.36378686
Types de contraintes,Conjoints sans contraintes sévères,23,71,348,664,437,23,394,51.796548592,153.02724796
Région,01 - Bas-Saint-Laurent,8,15,35,1347,1838,292,1174,45.475981162,176.00408163
Région,02 - Saguenay-Lac-Saint-Jean,7,14,41,2066,2481,398,1780,44.866285463,180.0008797
Région,03 - Capitale-Nationale,743,317,853,4382,5668,862,4450,44.567661692,152.00875622
Région,04 - Mauricie,148,54,201,3107,3953,647,2566,44.067847025,179.99631728
Région,05 - Estrie,551,220,772,4452,5502,1027,4082,43.124874422,144.75748443
Région,06 - Montréal,30319,4284,17503,33156,43157,8387,45199,42.111697876,96.308558175
Région,07 - Outaouais,529,344,830,4138,4488,752,3434,43.800834686,138.15835845
Région,08 - Abitibi-Témiscamingue,5,12,20,1034,1218,198,907,44.478241563,163.11145648
Région,09 - Côte-Nord,11,9,13,512,605,77,447,46.112802149,180.1038496
Région,10 - Nord-du-Québec,1,0,4,360,432,90,343,42.652777778,133.0290404
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,8,15,859,1048,182,765,45.685894074,184.94598846
Région,12 - Chaudière-Appalaches,188,54,102,2067,2661,456,2116,43.518824027,143.1144247
Région,13 - Laval,1885,502,2359,3904,3852,793,3848,46.351727695,96.152269211
Région,14 - Lanaudière,548,112,379,3858,4216,865,3481,44.406489968,151.97597226
Région,15 - Laurentides,477,137,507,4276,5250,902,3842,44.448876758,146.86258661
Région,16 - Montérégie,3343,991,2008,10497,12127,2503,10338,43.143122348,127.93829562
Région,17 - Centre-du-Québec,552,70,177,2293,3039,582,2445,42.391410353,141.73649662
Région,Région inconnue,20,1,11,38,47,14,49,40.141176471,101.77647059
