Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Secondaire V,175,259,5203,15073,17727,1078,12528,47.508932927,158.59112805
Scolarité,Collégiale,78,129,2286,5091,5252,178,4360,47.71130233,134.1522769
Scolarité,Universitaire,281,638,3342,3773,4257,54,3750,50.035990037,113.01618929
Scolarité,Inconnue,42495,5046,6261,28104,35678,11707,49590,38.163635508,36.559201656
Diplôme maximum obtenu,Aucun diplôme,279,722,10889,32888,42683,6624,25786,44.414352066,179.52337537
Diplôme maximum obtenu,Secondaire - DES,39,171,2735,10532,11795,833,9049,46.101446679,146.94638778
Diplôme maximum obtenu,Secondaire - DEP,4,17,590,2892,3955,73,2879,48.585073755,169.94333285
Diplôme maximum obtenu,Secondaire - ASP,0,1,40,170,335,3,184,49.22970297,198.80990099
Diplôme maximum obtenu,Collégial - AEC,7,22,390,971,1042,9,952,48.795330353,130.15797317
Diplôme maximum obtenu,Collégial - DEC général,2,16,316,749,809,26,621,48.033376123,134.57573813
Diplôme maximum obtenu,Collégial - DEC professionnel,6,20,435,1184,1058,20,944,48.813559322,123.44781445
Diplôme maximum obtenu,Universitaire - Certificat,7,16,230,389,384,0,377,50.843467012,131.66364812
Diplôme maximum obtenu,Universitaire - Baccalauréat,31,202,1374,1577,1587,16,1402,50.725663717,109.23451327
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,17,108,451,367,460,2,437,50.655380895,89.339782346
Diplôme maximum obtenu,Inconnu,42782,5412,8164,30115,38005,11794,51500,38.846579565,42.151981797
Durée cumulative,Premier mois,3037,253,59,1385,2225,684,3610,34.38531856,1
Durée cumulative,De 2 à 5 mois,11784,1038,319,5713,8867,3140,14580,34.276406036,3.4440329218
Durée cumulative,De 6 à 11 mois,12988,2087,556,7684,10442,3836,18126,34.740924639,8.5579830078
Durée cumulative,De 12 à 23 mois,13551,1708,1317,10064,12589,4812,22653,35.787048073,16.186730234
Durée cumulative,De 24 à 47 mois,1129,1032,2479,6895,8362,3955,7417,37.366389198,35.262699089
Durée cumulative,De 48 à 119 mois,630,589,8768,17464,20314,2973,13572,42.160622585,80.021705755
Durée cumulative,120 mois et plus,55,0,12116,32629,39314,0,14173,51.24285893,251.81136455
Types de contraintes,Sans contraintes,39586,4119,12075,44208,66761,11421,67980,38.543881625,95.722408961
Types de contraintes,Contraintes temporaires,3429,2270,10130,26487,20624,2088,17977,53.366941903,169.77455371
Types de contraintes,Contraintes sévères,138,251,3100,10537,14326,5873,7841,43.061577444,140.12387886
Types de contraintes,Conjoints sans contraintes sévères,21,67,309,602,402,18,333,51.49501992,147.79183267
Région,01 - Bas-Saint-Laurent,9,11,40,1304,1747,288,1104,45.547033759,175.71320878
Région,02 - Saguenay-Lac-Saint-Jean,17,13,47,2031,2400,384,1699,44.744301512,178.18190025
Région,03 - Capitale-Nationale,965,297,869,4387,5797,891,4634,44.148762765,146.53986646
Région,04 - Mauricie,229,58,209,3058,3923,644,2630,43.76178198,176.49634723
Région,05 - Estrie,566,228,796,4413,5381,1011,4038,43.047273841,143.59914233
Région,06 - Montréal,32652,3968,17182,33128,44103,8782,47524,41.823879012,92.580103844
Région,07 - Outaouais,662,304,836,4104,4431,782,3449,43.682601054,135.91845343
Région,08 - Abitibi-Témiscamingue,18,7,20,969,1211,185,870,44.351376147,159.98440367
Région,09 - Côte-Nord,12,10,11,487,576,80,424,45.839134525,178.45437441
Région,10 - Nord-du-Québec,0,0,4,327,393,86,308,42.9,135.19166667
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,2,15,816,989,171,696,45.817728532,185.25429363
Région,12 - Chaudière-Appalaches,217,55,97,2066,2650,455,2118,43.397582697,140.34775233
Région,13 - Laval,2116,494,2364,3972,3969,815,4131,45.965243672,92.259413172
Région,14 - Lanaudière,616,104,385,3841,4117,862,3567,44.350590601,149.12930385
Région,15 - Laurentides,572,129,511,4128,5069,879,3691,44.429487876,146.15787757
Région,16 - Montérégie,3903,953,2030,10483,12290,2500,10767,42.997409213,124.50919949
Région,17 - Centre-du-Québec,596,72,189,2280,3016,574,2428,42.265861027,140.97205438
Région,Région inconnue,24,2,9,40,51,11,53,39.098901099,92.285714286
