Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 6 à 11 mois,13424,1323,507,7733,10037,3295,17770,35.395329207,8.2162633652
Durée cumulative,De 12 à 23 mois,4376,477,1225,5277,6517,2967,11794,35.569781245,16.124894014
Durée cumulative,De 24 à 47 mois,1617,1390,2425,7593,8844,4355,7367,37.348299568,36.041187565
Durée cumulative,De 48 à 119 mois,497,588,8862,18022,21180,3179,13446,41.930615785,80.050303556
Durée cumulative,120 mois et plus,48,0,12752,34373,41051,0,14374,51.281714043,252.19407616
Types de contraintes,Sans contraintes,34204,3912,12281,43085,64330,10247,61186,38.951952707,102.02166364
Types de contraintes,Contraintes temporaires,3378,2230,10115,26979,20711,2068,17614,53.017215349,170.52985951
Types de contraintes,Contraintes sévères,144,280,3315,11582,15247,6009,8055,43.65168288,144.52752618
Types de contraintes,Conjoints sans contraintes sévères,23,82,377,710,505,24,418,51.868312757,155.20658436
Région,01 - Bas-Saint-Laurent,9,14,34,1364,1845,286,1142,45.636958554,178.1414771
Région,02 - Saguenay-Lac-Saint-Jean,4,11,40,2080,2487,371,1706,45.040507992,182.72783009
Région,03 - Capitale-Nationale,633,283,840,4394,5637,874,4271,44.571627953,154.01425581
Région,04 - Mauricie,113,46,196,3101,4026,629,2481,44.231233338,181.75922548
Région,05 - Estrie,453,231,789,4440,5478,1023,3870,43.270921557,146.97459165
Région,06 - Montréal,29831,3745,17750,33219,42747,7984,43649,42.221915067,97.595713872
Région,07 - Outaouais,473,305,838,4145,4444,724,3240,43.896728374,139.69577366
Région,08 - Abitibi-Témiscamingue,3,19,16,1052,1218,189,880,44.50660793,162.86651982
Région,09 - Côte-Nord,6,10,13,535,619,82,455,46.008665511,178.73830156
Région,10 - Nord-du-Québec,0,0,5,357,440,84,339,42.74153074,133.68757842
Région,11 - Gaspésie-Îles-de-la-Madeleine,1,8,14,836,1037,180,694,45.803523759,187.97704218
Région,12 - Chaudière-Appalaches,155,55,100,2036,2623,436,1995,43.845245761,146.98926808
Région,13 - Laval,1684,534,2382,3885,3752,721,3572,46.800445201,99.588450962
Région,14 - Lanaudière,501,90,387,3874,4224,841,3359,44.497159793,153.26981971
Région,15 - Laurentides,432,135,504,4277,5227,905,3625,44.582386364,148.95286195
Région,16 - Montérégie,2933,960,1986,10434,11915,2430,9610,43.376661148,131.19468433
Région,17 - Centre-du-Québec,487,56,184,2286,3019,573,2326,42.525541942,143.60339303
Région,Région inconnue,31,2,10,41,55,16,59,38.770833333,90.114583333
