Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,04 - Mauricie,234,50,210,3029,3919,663,2614,43.684945308,175.79217041
Région,05 - Estrie,556,204,809,4392,5396,1012,3980,42.970371884,143.34818145
Région,06 - Montréal,34231,3088,17122,33002,44736,8894,48099,41.701535928,91.658866963
Région,07 - Outaouais,691,219,835,4026,4431,795,3362,43.601395294,136.55929999
Région,08 - Abitibi-Témiscamingue,18,4,25,971,1224,181,883,44.391799544,160.34031891
Région,09 - Côte-Nord,14,6,13,477,565,79,401,46.042226488,179.75815739
Région,10 - Nord-du-Québec,0,0,4,315,390,84,304,42.828368794,135.04255319
Région,11 - Gaspésie-Îles-de-la-Madeleine,1,2,13,807,980,170,691,45.945719082,184.62227196
Région,12 - Chaudière-Appalaches,226,20,103,2026,2659,460,2067,43.379722519,141.37139808
Région,13 - Laval,2199,426,2351,3964,3959,822,4110,45.909125331,92.07964155
Région,14 - Lanaudière,639,83,390,3818,4145,864,3596,44.241743062,148.43187241
Région,15 - Laurentides,576,93,512,4103,5044,863,3632,44.431070296,146.30162895
Région,16 - Montérégie,3944,737,2055,10375,12186,2457,10528,43.008510261,125.24998892
Région,17 - Centre-du-Québec,601,59,186,2250,2985,579,2360,42.214326648,141.14403056
Région,Région inconnue,27,3,11,38,56,11,51,39.585106383,88.925531915
