Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Universitaire - Baccalauréat,1473,186,95,35,818,20,30,196,1210,1300,1327,16,1229,50.617053673,108.31366578
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,437,41,16,8,214,2,16,107,395,317,401,2,402,50.501392758,88.813370474
Diplôme maximum obtenu,Inconnu,50251,781,2167,254,8414,135,42634,5196,6949,27549,34453,8814,49381,39.09841618,38.918696171
Durée cumulative,Premier mois,3156,124,108,1,136,2,3037,249,46,1351,2176,615,3527,34.653529912,1
Durée cumulative,De 2 à 5 mois,12305,537,509,15,714,21,11783,1024,261,5537,8564,2754,14101,34.621658038,3.4380540387
Durée cumulative,De 6 à 11 mois,14870,546,793,20,1079,24,12975,2051,456,7379,9953,3311,17332,35.047888299,8.5602930995
Durée cumulative,De 12 à 23 mois,16836,707,1415,53,1778,35,13512,1642,1093,9350,11474,3636,20824,36.335190165,16.055945063
Durée cumulative,De 24 à 47 mois,7607,873,1277,85,1671,65,1091,908,1985,5494,6084,1858,6608,39.09578511,35.14493004
Durée cumulative,De 48 à 119 mois,20175,1638,2470,349,5333,200,569,515,7379,14303,15862,1335,11897,42.420719377,81.262754848
Durée cumulative,120 mois et plus,36020,2108,1356,857,19540,672,48,0,10985,27281,33272,0,11668,50.939788285,251.47469159
Types de contraintes,Sans contraintes,110969,0,0,0,0,0,39586,4119,12075,44208,66761,11421,67980,38.543881625,95.722408961
Types de contraintes,État de santé,0,6533,0,0,0,0,26,61,673,3326,3207,663,4235,39.955456911,99.511556712
Types de contraintes,Grossesse ou enfant à charge,0,0,7928,0,0,0,1222,296,1063,7539,389,1384,4830,31.103178607,63.40981332
Types de contraintes,Enfant handicapé,0,0,0,1380,0,0,7,14,335,1208,172,8,388,41.991304348,159.35869565
Types de contraintes,Âge,0,0,0,0,30251,0,2170,1889,7936,13816,16435,0,8263,62.841988695,212.34600509
Types de contraintes,Autres,0,0,0,0,0,1019,4,10,123,598,421,33,261,46.686947988,198.06967615
Région,01 - Bas-Saint-Laurent,1391,186,91,38,550,31,9,11,28,972,1315,126,857,45.818976826,180.88062965
Région,02 - Saguenay-Lac-Saint-Jean,2182,274,211,39,836,35,17,13,30,1633,1944,181,1397,45.229242382,182.70058708
Région,03 - Capitale-Nationale,5539,490,447,73,1717,88,964,279,749,3619,4735,522,4052,44.229351209,144.96205411
Région,04 - Mauricie,3963,273,377,63,1176,47,229,56,180,2591,3308,428,2294,43.678250551,177.45956942
Région,05 - Estrie,5383,516,557,94,1495,59,565,201,688,3667,4437,620,3514,43.14165844,144.23975814
Région,06 - Montréal,53557,1474,2643,443,11915,283,32538,3819,15127,30296,40019,7439,45375,41.552670127,88.231358885
Région,07 - Outaouais,4829,395,561,61,1450,58,662,294,727,3576,3778,565,3142,43.442344302,134.07138972
Région,08 - Abitibi-Témiscamingue,1073,145,92,17,357,15,18,7,11,758,941,98,708,44.414949971,164.94643908
Région,09 - Côte-Nord,512,53,66,11,211,6,12,10,9,399,460,41,351,45.895227008,183.18859139
Région,10 - Nord-du-Québec,445,19,55,0,93,4,0,0,3,288,328,53,258,43.712662338,139.67045455
Région,11 - Gaspésie-Îles-de-la-Madeleine,774,103,57,21,340,23,0,2,8,598,720,72,538,46.153262519,194.22382398
Région,12 - Chaudière-Appalaches,2484,251,199,55,661,39,215,54,71,1605,2084,212,1790,43.541610192,140.97858498
Région,13 - Laval,4418,209,278,38,1820,26,2104,452,1959,3454,3335,491,3740,46.222271321,91.16143762
Région,14 - Lanaudière,3789,514,490,94,1486,69,612,102,305,3156,3286,443,3092,44.830642658,150.79199007
Région,15 - Laurentides,4757,424,430,113,1645,64,567,124,446,3374,4059,413,3155,44.869769945,147.50275797
Région,16 - Montérégie,12775,929,1101,193,3735,148,3883,894,1694,8785,10096,1417,9494,43.416662253,123.41374927
Région,17 - Centre-du-Québec,3044,276,269,27,758,24,596,69,164,1896,2502,384,2156,42.070031833,139.83447021
Région,Région inconnue,54,2,4,0,6,0,24,2,6,28,38,4,44,39.272727273,75.924242424
