Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - AEC,2,1,0,168,129,32,9,0,0,43,161,180,1,114,50.595307918,128.26979472
Diplôme maximum obtenu,Collégial - DEC général,1,5,0,201,91,18,6,0,1,48,151,171,5,104,47.822981366,132.87888199
Diplôme maximum obtenu,Collégial - DEC professionnel,1,1,0,250,138,23,17,1,0,61,238,192,5,124,49.374418605,120.61395349
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,72,55,5,6,0,0,24,83,57,0,56,52.114285714,137.67142857
Diplôme maximum obtenu,Universitaire - Baccalauréat,5,2,1,270,186,27,15,1,8,165,259,247,1,174,50.968379447,108.83794466
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,52,49,0,5,1,2,51,54,55,0,40,53.449541284,98.844036697
Diplôme maximum obtenu,Inconnu,54,30,983,2291,1538,509,238,161,196,1152,2352,3291,2750,1982,36.029416977,72.368421053
Durée cumulative,Premier mois,1,0,7,13,6,8,3,0,5,1,16,22,27,38,27.368421053,1
Durée cumulative,De 2 à 5 mois,3,1,112,194,117,63,13,1,22,62,190,313,383,503,25.300198807,3.6003976143
Durée cumulative,De 6 à 11 mois,11,4,158,334,184,98,29,22,34,88,317,501,563,818,27.611246944,8.5427872861
Durée cumulative,De 12 à 23 mois,7,7,317,724,476,201,71,42,78,259,707,1096,1113,1803,29.688297282,17.494176373
Durée cumulative,De 24 à 47 mois,21,21,564,1715,979,366,120,50,116,514,1445,2341,2035,832,32.277865821,35.239302694
Durée cumulative,De 48 à 119 mois,69,49,715,3360,2163,467,244,48,30,1319,2875,4192,1501,1598,41.063251733,75.906042168
Durée cumulative,120 mois et plus,77,45,453,4252,4525,521,410,9,0,986,4805,5478,0,2243,52.589224934,251.50870369
Types de diagnostics,Visuel,189,0,0,0,0,0,0,5,7,48,77,112,30,56,45.645502646,133.13756614
Types de diagnostics,Auditif et de la parole,0,127,0,0,0,0,0,3,5,31,70,57,21,51,42.897637795,122.94488189
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2326,0,0,0,0,12,35,232,1105,1221,1449,996,27.918744626,84.155202064
Types de diagnostics,Santé mentale,0,0,0,10592,0,0,0,22,32,1163,3926,6666,2860,3255,39.010857251,128.26019637
Types de diagnostics,Physique,0,0,0,0,8450,0,0,88,121,1235,3925,4525,816,2280,50.582130178,165.51988166
Types de diagnostics,Autres,0,0,0,0,0,1724,0,11,18,263,720,1004,424,887,45.093967517,101.79466357
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,890,31,67,257,532,358,22,310,51.320224719,143.02921348
Région,01 - Bas-Saint-Laurent,1,0,72,307,249,49,29,0,1,9,304,403,150,230,44.492220651,155.26732673
Région,02 - Saguenay-Lac-Saint-Jean,6,0,109,320,321,50,33,0,0,17,384,455,204,277,42.344457688,154.44934446
Région,03 - Capitale-Nationale,11,8,125,824,579,161,34,2,24,125,719,1023,356,579,43.684270953,145.74052813
Région,04 - Mauricie,5,5,88,422,380,65,33,0,3,28,442,556,211,309,43.709418838,170.76653307
Région,05 - Estrie,8,10,185,767,508,90,55,1,13,119,711,912,404,544,41.502772643,131.987061
Région,06 - Montréal,74,51,545,2890,2154,474,283,128,119,1936,2614,3857,1310,2099,44.091176016,131.72817184
Région,07 - Outaouais,11,5,80,472,381,80,57,3,20,105,473,613,193,322,44.450276243,139.28821363
Région,08 - Abitibi-Témiscamingue,5,0,67,192,162,34,8,0,0,7,201,267,86,163,43.912393162,147.99145299
Région,09 - Côte-Nord,0,1,13,77,83,25,3,0,0,3,86,116,44,60,44.227722772,152.10891089
Région,10 - Nord-du-Québec,0,0,10,38,39,4,3,0,0,2,35,59,29,43,37.521276596,111.43617021
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,1,36,178,198,34,8,0,0,5,210,248,94,158,44.462882096,152.19868996
Région,12 - Chaudière-Appalaches,6,3,110,399,331,88,25,3,1,28,421,541,214,308,42.713097713,135.36590437
Région,13 - Laval,8,8,126,364,402,78,71,10,46,338,458,599,291,352,43.69820246,105.10785241
Région,14 - Lanaudière,9,4,129,568,592,86,56,4,3,81,650,794,384,468,42.011080332,137.20498615
Région,15 - Laurentides,5,5,167,692,608,108,46,5,5,71,706,925,418,472,42.534028204,136.06928265
Région,16 - Montérégie,33,24,383,1694,1149,248,126,16,49,328,1560,2097,1042,1209,40.534044299,124.20180476
Région,17 - Centre-du-Québec,4,2,74,376,309,48,19,0,1,24,370,462,184,233,42.573317308,138.02283654
Région,Région inconnue,0,0,7,12,5,2,1,0,0,3,11,16,8,9,39.185185185,161
