Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Primaire,10,15,603,915,716,149,97,2,54,381,1030,1475,1077,895,36.936526946,123.33333333
Scolarité,Secondaire I à IV,61,38,651,3772,3334,445,324,5,16,630,3362,5263,1460,2676,44.300405797,178.02481159
Scolarité,Secondaire V,46,28,128,2513,2342,298,194,3,18,659,2561,2988,348,1692,48.502072445,153.45071184
Scolarité,Collégiale,16,11,2,1034,671,84,61,1,4,280,953,926,57,595,48.219265567,132.0516232
Scolarité,Universitaire,10,8,1,674,470,42,52,5,16,416,625,632,0,436,51.217979316,118.07557677
Scolarité,Inconnue,41,31,1008,2108,1389,527,210,158,193,958,2187,3127,2886,1887,34.599360181,69.966127211
Diplôme maximum obtenu,Aucun diplôme,85,60,1311,5152,4506,657,467,9,74,1299,4901,7337,2659,3873,43.158195784,164.31941494
Diplôme maximum obtenu,Secondaire - DES,29,21,59,1952,1531,203,125,1,13,375,1883,2037,237,1248,47.326020408,144.3622449
Diplôme maximum obtenu,Secondaire - DEP,7,4,9,437,535,67,37,0,1,68,475,621,10,327,51.954379562,182.05291971
Diplôme maximum obtenu,Secondaire - ASP,1,0,3,26,33,1,1,0,0,0,23,42,2,25,50.246153846,195.8
Diplôme maximum obtenu,Collégial - AEC,2,1,0,165,139,18,8,0,0,39,159,174,1,111,50.666666667,132.45645646
Diplôme maximum obtenu,Collégial - DEC général,2,4,1,207,94,9,7,0,1,47,166,158,8,90,48.135802469,135.99382716
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,270,148,16,17,1,0,57,248,204,6,131,49.225663717,121.29424779
Diplôme maximum obtenu,Universitaire - Certificat,1,0,0,69,55,1,4,0,0,24,76,54,0,46,52.553846154,139
Diplôme maximum obtenu,Universitaire - Baccalauréat,2,2,1,282,198,20,20,1,9,168,263,262,0,182,50.967619048,110.68761905
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,59,50,0,6,1,2,61,52,66,0,45,53.254237288,99.016949153
Diplôme maximum obtenu,Inconnu,54,36,1009,2397,1633,553,246,161,201,1186,2472,3456,2905,2103,36.118927126,74.949392713
Durée cumulative,Premier mois,1,0,12,22,15,13,2,1,1,9,20,45,50,65,25.323076923,1
Durée cumulative,De 2 à 5 mois,2,2,100,187,106,61,20,9,24,65,185,293,352,478,26.094142259,3.589958159
Durée cumulative,De 6 à 11 mois,2,5,153,352,215,113,30,5,35,115,324,546,625,870,26.726436782,8.5183908046
Durée cumulative,De 12 à 23 mois,8,10,302,739,461,212,66,49,78,233,704,1094,1118,1798,29.74137931,17.546162403
Durée cumulative,De 24 à 47 mois,21,18,565,1691,964,361,112,39,98,518,1423,2309,2093,817,31.940782422,35.220257235
Durée cumulative,De 48 à 119 mois,65,49,800,3504,2325,369,257,62,65,1324,3011,4358,1590,1696,41.066359072,75.481069345
Durée cumulative,120 mois et plus,85,47,461,4521,4836,416,451,9,0,1060,5051,5766,0,2457,52.688730702,252.92188222
Types de diagnostics,Visuel,184,0,0,0,0,0,0,3,8,46,78,106,25,50,45.369565217,141.44021739
Types de diagnostics,Auditif et de la parole,0,131,0,0,0,0,0,2,4,34,71,60,18,48,43.175572519,120.25954198
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2393,0,0,0,0,9,38,237,1128,1265,1498,1002,28.027162557,86.383618888
Types de diagnostics,Santé mentale,0,0,0,11016,0,0,0,23,37,1194,4131,6885,2938,3475,39.362745098,130.91784677
Types de diagnostics,Physique,0,0,0,0,8922,0,0,101,137,1314,4123,4799,810,2437,50.884330868,167.23795113
Types de diagnostics,Autres,0,0,0,0,0,1545,0,8,10,220,632,913,520,848,42.43236246,92.853721683
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,938,28,67,279,555,383,19,321,51.556503198,147.13859275
Région,01 - Bas-Saint-Laurent,1,0,79,339,257,37,30,0,1,11,311,432,158,251,44.510094213,157.02960969
Région,02 - Saguenay-Lac-Saint-Jean,6,0,111,323,325,50,33,0,0,16,399,449,197,314,42.636792453,155.86084906
Région,03 - Capitale-Nationale,11,6,124,864,609,135,28,3,22,112,741,1036,372,600,43.544175577,149.45075971
Région,04 - Mauricie,2,5,85,449,406,50,35,0,2,29,453,579,220,346,43.581395349,171.29360465
Région,05 - Estrie,10,8,191,778,525,88,63,0,14,121,727,936,415,540,41.849669272,136.00060132
Région,06 - Montréal,68,51,573,3008,2314,437,292,120,134,1998,2715,4028,1352,2191,44.167729497,134.88269316
Région,07 - Outaouais,11,5,85,497,410,69,53,3,17,104,492,638,207,312,44.657522124,141.95044248
Région,08 - Abitibi-Témiscamingue,4,0,71,192,180,29,10,0,0,8,217,269,88,161,44.03909465,144.34979424
Région,09 - Côte-Nord,0,1,12,74,87,23,5,0,0,2,82,120,37,59,46.247524752,166.4950495
Région,10 - Nord-du-Québec,0,0,8,37,39,2,4,0,0,2,33,57,26,38,38.755555556,112.06666667
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,32,182,203,26,10,0,0,7,209,248,92,149,45.076586433,162.38949672
Région,12 - Chaudière-Appalaches,6,3,116,443,341,85,30,2,1,25,455,569,243,346,42.537109375,133.82714844
Région,13 - Laval,10,11,118,377,428,71,82,13,40,375,490,607,306,379,44.315405652,100.68185962
Région,14 - Lanaudière,9,5,143,566,611,74,54,3,5,73,651,811,399,478,42.117647059,139.30232558
Région,15 - Laurentides,8,4,169,730,638,105,49,7,10,72,732,971,448,501,42.500880799,136.48326483
Région,16 - Montérégie,32,25,399,1746,1227,208,131,23,51,339,1614,2154,1070,1253,40.755042463,126.82908705
Région,17 - Centre-du-Québec,4,5,74,400,313,54,27,0,4,26,386,491,190,256,42.783352338,141.32155074
Région,Région inconnue,0,0,3,11,9,2,2,0,0,4,11,16,8,7,40.444444444,129.11111111
