Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - DEC général,2,5,0,201,93,16,7,0,1,48,159,165,5,100,48.179012346,134.46296296
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,259,145,24,17,1,0,63,246,200,6,130,49.19058296,119.92600897
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,71,54,5,5,0,0,24,80,57,0,51,52.167883212,136.67153285
Diplôme maximum obtenu,Universitaire - Baccalauréat,5,3,1,273,190,26,18,1,9,166,262,254,1,188,51.201550388,108.01356589
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,56,50,0,5,1,2,53,54,60,0,41,53.271929825,99.333333333
Diplôme maximum obtenu,Inconnu,56,32,988,2328,1581,590,234,155,191,1164,2424,3385,2874,2096,35.880702358,72.668101222
Durée cumulative,Premier mois,1,0,17,27,10,21,1,0,3,7,30,47,64,77,22.831168831,1
Durée cumulative,De 2 à 5 mois,8,1,96,187,109,86,12,2,10,52,181,318,385,499,24.935871743,3.5170340681
Durée cumulative,De 6 à 11 mois,4,6,160,349,201,115,32,17,46,115,347,520,606,867,27.528258362,8.585928489
Durée cumulative,De 12 à 23 mois,10,8,312,728,484,216,80,52,74,238,714,1124,1136,1838,29.704026115,17.548966268
Durée cumulative,De 24 à 47 mois,20,19,582,1726,957,392,111,39,115,513,1469,2338,2097,826,32.001050696,35.33701077
Durée cumulative,De 48 à 119 mois,69,50,725,3412,2250,452,239,49,38,1316,2947,4250,1520,1634,41.149228845,76.084618591
Durée cumulative,120 mois et plus,83,50,468,4337,4619,505,424,10,0,1016,4899,5587,0,2335,52.622353614,252.47730307
Types de diagnostics,Visuel,195,0,0,0,0,0,0,4,7,47,81,114,32,60,44.707692308,136.53333333
Types de diagnostics,Auditif et de la parole,0,134,0,0,0,0,0,3,5,34,74,60,20,56,42.940298507,120.64179104
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2360,0,0,0,0,10,35,229,1118,1242,1470,1015,28.022033898,85.622457627
Types de diagnostics,Santé mentale,0,0,0,10766,0,0,0,23,30,1177,4027,6739,2892,3355,39.150659484,128.92801412
Types de diagnostics,Physique,0,0,0,0,8630,0,0,91,129,1259,4025,4605,820,2328,50.669872538,166.32190035
Types de diagnostics,Autres,0,0,0,0,0,1787,0,9,15,255,731,1056,552,943,43.081141578,97.390039172
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,899,29,65,256,531,368,22,319,51.250278087,143.29810901
Région,01 - Bas-Saint-Laurent,1,0,71,317,247,44,29,0,1,8,306,403,150,247,44.528913963,155.60648801
Région,02 - Saguenay-Lac-Saint-Jean,7,0,112,322,327,55,32,0,1,16,394,461,208,294,42.21871345,152.31345029
Région,03 - Capitale-Nationale,11,8,125,827,584,149,33,3,23,123,723,1014,364,567,43.611398964,145.81807714
Région,04 - Mauricie,4,5,93,423,394,66,33,0,3,27,459,559,214,340,43.741650295,171.65815324
Région,05 - Estrie,9,9,190,776,528,100,60,0,12,118,734,938,417,574,41.657894737,134.35885167
Région,06 - Montréal,77,52,554,2950,2203,505,285,125,128,1961,2682,3944,1355,2180,43.932236644,132.08451554
Région,07 - Outaouais,9,5,84,464,384,89,51,3,17,102,477,609,202,306,44.420810313,140.27163904
Région,08 - Abitibi-Témiscamingue,5,0,73,191,175,37,8,0,0,6,215,274,88,170,44.372188139,148.17791411
Région,09 - Côte-Nord,0,1,16,73,85,25,3,0,0,2,83,120,42,58,45.068965517,158.26600985
Région,10 - Nord-du-Québec,0,0,10,39,41,4,4,0,0,3,39,59,28,44,37.397959184,107.57142857
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,34,181,198,32,8,0,0,6,203,255,100,155,44.141921397,150.67030568
Région,12 - Chaudière-Appalaches,5,2,118,427,337,97,26,2,0,24,449,563,237,323,42.584980237,133.81521739
Région,13 - Laval,12,10,122,367,408,78,71,10,44,348,470,598,298,361,43.714419476,103.40355805
Région,14 - Lanaudière,9,4,130,571,583,89,54,4,4,78,649,791,395,471,41.901388889,138.35347222
Région,15 - Laurentides,5,5,165,711,628,116,55,5,7,73,728,957,431,497,42.598219585,137.83204748
Région,16 - Montérégie,34,27,387,1722,1185,247,122,17,45,334,1580,2144,1076,1236,40.584317938,125.01020408
Région,17 - Centre-du-Québec,4,4,71,393,318,52,24,0,1,25,386,480,195,245,42.426096998,138.06004619
Région,Région inconnue,0,0,5,12,5,2,1,0,0,3,10,15,8,8,39.92,151.56
