Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,07 - Outaouais,10,5,81,468,396,87,49,3,17,104,481,615,201,308,44.538321168,140.38412409
Région,08 - Abitibi-Témiscamingue,4,0,70,188,176,36,9,0,0,6,208,275,84,163,44.426501035,147.10559006
Région,09 - Côte-Nord,0,1,15,71,88,25,4,0,0,2,87,117,42,67,45.362745098,156.06372549
Région,10 - Nord-du-Québec,0,0,9,40,41,5,5,0,0,3,39,61,28,43,38.16,107.19
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,36,182,202,27,9,0,0,6,208,253,101,149,44.25813449,154.48806941
Région,12 - Chaudière-Appalaches,4,3,117,434,331,91,25,2,1,24,449,556,235,324,42.570149254,133.75323383
Région,13 - Laval,12,10,120,367,412,76,75,10,44,355,475,597,297,365,44.183768657,102.44589552
Région,14 - Lanaudière,8,3,138,557,597,80,53,4,4,75,645,791,397,472,41.891364903,137.80222841
Région,15 - Laurentides,8,5,166,718,627,113,54,5,7,74,733,958,438,496,42.427557658,136.89828504
Région,16 - Montérégie,34,27,387,1725,1175,239,127,21,47,332,1573,2141,1077,1224,40.548734518,125.22967151
Région,17 - Centre-du-Québec,5,5,71,392,309,55,26,0,2,24,385,478,191,251,42.404403244,138.3580533
Région,Région inconnue,0,0,3,9,7,3,1,0,0,3,10,13,7,5,41.347826087,142.95652174
