Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 24 à 47 mois,1810,1027,2610,7421,9228,4135,7724,37.215628566,34.146675476
Durée cumulative,De 48 à 119 mois,681,637,8865,17468,20715,2958,14032,42.212450567,79.899850719
Durée cumulative,120 mois et plus,54,0,11976,32262,39138,0,14493,51.162338936,251.19235294
Types de contraintes,Sans contraintes,45412,3250,12270,45251,71476,12619,73577,38.309063027,91.050716629
Types de contraintes,Contraintes temporaires,3966,2151,10363,27570,21147,2219,18992,52.987971345,166.16538375
Types de contraintes,Contraintes sévères,142,245,3031,10207,14034,5814,7761,42.814817871,138.10651376
Types de contraintes,Conjoints sans contraintes sévères,25,77,275,557,386,17,315,51.511134677,147.98303287
Région,01 - Bas-Saint-Laurent,19,12,44,1315,1818,314,1193,45.178742419,170.66741143
Région,02 - Saguenay-Lac-Saint-Jean,27,12,46,2055,2472,402,1804,44.26993594,173.601723
Région,03 - Capitale-Nationale,1160,267,904,4456,5973,940,4894,44.013903538,142.48950043
Région,04 - Mauricie,244,53,204,3065,3949,643,2692,43.699885942,175.26532649
Région,05 - Estrie,559,226,831,4469,5530,1077,4185,42.798679868,140.85988599
Région,06 - Montréal,37905,3299,17272,34257,47669,9725,52114,41.346666504,87.147706467
Région,07 - Outaouais,740,244,859,4101,4541,789,3490,43.478130062,133.77389493
Région,08 - Abitibi-Témiscamingue,24,3,24,1001,1268,188,966,44.21683561,157.55046276
Région,09 - Côte-Nord,20,11,13,491,587,84,424,45.558441558,173.4174397
Région,10 - Nord-du-Québec,2,0,6,274,366,68,291,43.240625,136.1390625
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,2,13,809,1008,175,720,45.697303247,181.47550908
Région,12 - Chaudière-Appalaches,225,35,112,2070,2677,463,2122,43.267116073,138.54602907
Région,13 - Laval,2425,490,2395,4164,4173,866,4497,45.745711887,89.212426532
Région,14 - Lanaudière,731,97,384,3856,4258,872,3794,44.149494701,144.35161449
Région,15 - Laurentides,618,113,531,4271,5189,904,3956,44.309830867,142.94756871
Région,16 - Montérégie,4200,796,2111,10602,12455,2552,10978,42.871275535,122.88224834
Région,17 - Centre-du-Québec,624,62,181,2295,3059,592,2482,42.006723945,138.6847217
Région,Région inconnue,22,1,9,34,51,15,43,39.129411765,97.811764706
