Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de contraintes,Contraintes sévères,147,223,3050,10138,13998,5814,7838,42.700986079,136.95599934
Types de contraintes,Conjoints sans contraintes sévères,30,64,273,556,379,24,339,51.484491979,145.85668449
Région,01 - Bas-Saint-Laurent,26,10,44,1303,1795,306,1212,45.098450613,168.90219496
Région,02 - Saguenay-Lac-Saint-Jean,38,10,47,2049,2513,398,1878,44.236519071,171.63152126
Région,03 - Capitale-Nationale,1251,289,934,4570,6079,979,5125,43.882430275,139.73020941
Région,04 - Mauricie,290,63,211,3123,3981,653,2799,43.577984234,172.88583896
Région,05 - Estrie,609,261,876,4564,5640,1115,4369,42.667777342,138.47304978
Région,06 - Montréal,42736,3954,17312,35919,51574,10653,56644,40.952007589,81.899409096
Région,07 - Outaouais,807,284,885,4201,4615,796,3642,43.439768603,132.00419691
Région,08 - Abitibi-Témiscamingue,40,2,26,1004,1300,194,1000,44.099392361,154.73914931
Région,09 - Côte-Nord,33,14,12,499,591,84,439,45.301834862,167.16880734
Région,10 - Nord-du-Québec,3,0,6,280,374,72,306,43.165137615,136.40519878
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,16,816,993,181,743,45.339414041,178.48590381
Région,12 - Chaudière-Appalaches,227,40,116,2111,2722,448,2178,43.30229671,137.39230292
Région,13 - Laval,2733,534,2419,4323,4390,884,4829,45.516469643,86.391713532
Région,14 - Lanaudière,799,111,421,3940,4365,846,3979,44.231426851,142.94798314
Région,15 - Laurentides,665,156,515,4319,5219,910,4070,44.295764311,141.41245544
Région,16 - Montérégie,4505,924,2205,10843,12820,2645,11388,42.912394878,120.18357774
Région,17 - Centre-du-Québec,593,85,191,2325,3035,588,2489,42.144962687,138.00690299
Région,Région inconnue,33,3,11,46,61,16,62,39.962616822,94.635514019
