Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,120 mois et plus,36647,2110,1504,798,19024,646,36,0,10623,27235,33494,0,13029,50.696504141,249.20426814
Types de contraintes,Sans contraintes,115291,0,0,0,0,0,36561,4039,13781,46376,68915,10570,63385,39.182217172,96.781838999
Types de contraintes,État de santé,0,6785,0,0,0,0,70,52,740,3461,3324,682,4377,40.04907885,95.923802506
Types de contraintes,Grossesse ou enfant à charge,0,0,9328,0,0,0,1659,411,1303,8849,479,1441,5257,31.682139794,61.707868782
Types de contraintes,Enfant handicapé,0,0,0,1384,0,0,8,12,355,1205,179,4,409,41.893063584,150.59104046
Types de contraintes,Âge,0,0,0,0,32254,0,3564,2034,8439,14978,17276,0,9789,63.248620326,199.49432629
Types de contraintes,Autres,0,0,0,0,0,998,4,9,122,569,429,33,234,46.004008016,193.73747495
Région,01 - Bas-Saint-Laurent,1540,215,132,34,550,33,27,17,39,1062,1442,135,1095,45.064696486,165.23043131
Région,02 - Saguenay-Lac-Saint-Jean,2459,243,251,39,776,30,48,10,41,1713,2085,223,1634,44.304897314,168.88335966
Région,03 - Capitale-Nationale,5935,509,526,71,1857,72,914,314,919,3996,4974,497,4368,44.563768116,138.60735786
Région,04 - Mauricie,4327,255,437,67,1183,40,239,62,233,2740,3569,453,2576,43.502615311,169.49056903
Région,05 - Estrie,5931,536,642,95,1572,52,457,292,796,3905,4923,680,3852,42.92353874,137.45276393
Région,06 - Montréal,53386,1571,3157,437,12797,274,31969,3685,16341,31693,39929,6468,40065,42.612996007,89.351428332
Région,07 - Outaouais,5136,444,638,62,1499,54,652,259,848,3844,3989,540,3256,43.520873229,129.55010852
Région,08 - Abitibi-Témiscamingue,1257,143,112,22,368,16,27,3,21,863,1055,122,904,43.787799791,148.07247132
Région,09 - Côte-Nord,574,45,71,14,208,4,14,3,16,409,507,32,406,45.262008734,164.45087336
Région,10 - Nord-du-Québec,400,29,48,0,104,3,4,0,5,261,323,50,303,43.688356164,137.30821918
Région,11 - Gaspésie-Îles-de-la-Madeleine,850,111,76,16,348,28,3,1,13,605,824,89,638,45.724282715,177.75577327
Région,12 - Chaudière-Appalaches,2779,221,248,48,718,41,170,35,104,1783,2272,240,1874,43.631812577,136.17336621
Région,13 - Laval,4841,205,346,46,2130,35,2313,586,2220,3959,3644,505,3963,46.83887939,88.71537551
Région,14 - Lanaudière,4514,503,581,106,1626,79,896,120,397,3603,3806,503,3753,44.503576731,136.04022135
Région,15 - Laurentides,5224,505,502,110,1789,74,647,162,492,3720,4484,461,3733,44.842515846,139.78510483
Région,16 - Montérégie,12987,978,1228,197,3959,138,3197,902,2049,9281,10206,1388,8933,44.074357264,124.33817417
Région,17 - Centre-du-Québec,3101,268,329,19,761,25,278,106,201,1981,2522,342,2075,42.747279591,142.72906951
Région,Région inconnue,50,4,4,1,9,0,11,0,5,20,48,2,23,44.794117647,137.45588235
