Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de contraintes,Sans contraintes,119604,0,0,0,0,0,43269,3855,13300,47379,72225,11571,69781,38.783293201,91.947200763
Types de contraintes,État de santé,0,6965,0,0,0,0,48,68,753,3536,3429,658,4473,40.233022254,97.755348169
Types de contraintes,Grossesse ou enfant à charge,0,0,8632,0,0,0,1599,339,1204,8224,408,1435,5034,31.421223355,60.861677479
Types de contraintes,Enfant handicapé,0,0,0,1388,0,0,8,10,358,1207,181,4,413,41.831412104,151.20461095
Types de contraintes,Âge,0,0,0,0,31797,0,3307,1941,8367,14688,17109,0,9596,63.168317766,201.76299651
Types de contraintes,Autres,0,0,0,0,0,984,10,17,128,573,411,26,229,46.197154472,193.57723577
Région,01 - Bas-Saint-Laurent,1517,202,110,32,529,32,26,7,33,1029,1393,133,1010,45.214285714,170.20809249
Région,02 - Saguenay-Lac-Saint-Jean,2350,279,218,39,768,32,59,8,41,1645,2041,188,1565,44.522246337,172.10879002
Région,03 - Capitale-Nationale,5915,554,490,71,1816,72,1059,269,903,3966,4952,536,4444,44.373177843,137.75297152
Région,04 - Mauricie,4274,275,404,67,1212,35,254,61,231,2712,3555,440,2557,43.611935535,170.89628211
Région,05 - Estrie,5935,465,601,99,1557,54,525,243,810,3880,4831,685,3811,43.024451842,138.6448169
Région,06 - Montréal,58001,1639,2958,441,12601,266,37283,3583,15848,32434,43472,7429,45916,41.809896451,83.321437041
Région,07 - Outaouais,5069,408,601,60,1496,53,664,250,834,3744,3943,546,3214,43.548328347,130.8157929
Région,08 - Abitibi-Témiscamingue,1226,137,94,20,356,11,29,2,20,818,1026,104,842,43.990780911,152.37852495
Région,09 - Côte-Nord,570,32,71,14,211,5,24,6,12,412,491,38,380,45.439645626,166.54152824
Région,10 - Nord-du-Québec,399,24,41,0,97,5,5,0,3,243,323,46,294,43.54770318,135.62367491
Région,11 - Gaspésie-Îles-de-la-Madeleine,836,99,67,15,323,30,3,1,12,586,784,78,614,45.753284672,181.22627737
Région,12 - Chaudière-Appalaches,2673,266,231,45,716,37,171,31,101,1718,2250,235,1882,43.736391129,137.44934476
Région,13 - Laval,5032,209,317,46,2069,35,2548,548,2186,3989,3719,505,4147,46.447846393,86.329657499
Région,14 - Lanaudière,4450,509,524,105,1610,73,857,102,388,3499,3772,468,3763,44.566084445,137.37986522
Région,15 - Laurentides,5106,510,454,107,1752,77,659,147,489,3667,4339,461,3645,44.878091431,141.14988758
Région,16 - Montérégie,13142,1090,1151,205,3928,144,3702,877,2001,9291,10369,1448,9332,43.803407935,122.30503561
Région,17 - Centre-du-Québec,3068,265,294,22,751,22,350,94,195,1949,2473,350,2078,42.635459068,142.2804161
Région,Région inconnue,41,2,6,0,5,1,23,1,3,25,30,4,32,41.145454545,97.981818182
